sym,dir,entry_time,exit_time,entry,exit,shares,gross,costs,net,bars,rvol,r_mult,reason
BA,short,2026-01-21 09:35:00-05:00,2026-01-21 10:01:00-05:00,247.1865,247.81856153846152,19,-12.009169230769032,4.029808141196923,-16.038977371965956,27,0.43173664673393336,-0.999999999999984,stop_loss
DIS,long,2026-01-21 09:35:00-05:00,2026-01-21 10:02:00-05:00,111.59,111.34624692307693,42,-10.23762923076896,4.019573310215078,-14.257202540984037,28,1.0619851724871854,-0.9999999999999745,stop_loss
RIOT,long,2026-01-21 10:07:00-05:00,2026-01-21 10:15:00-05:00,18.6,18.47608230769231,255,-31.599011538461603,10.547492347479231,-42.14650388594084,9,0.6139574372643021,-1.0000000000000022,stop_loss
SLB,long,2026-01-21 09:35:00-05:00,2026-01-21 10:22:00-05:00,47.835,47.66372692307692,100,-17.12730769230788,4.298686460846154,-21.425994153154036,48,0.5986203811951484,-1.0000000000000109,stop_loss
WMT,long,2026-01-21 10:31:00-05:00,2026-01-21 10:37:00-05:00,118.68,118.39054384615385,40,-11.578246153846408,4.070031146295385,-15.648277300141793,7,0.5542465929897848,-1.0000000000000215,stop_loss
SHOP,short,2026-01-21 10:26:00-05:00,2026-01-21 10:45:00-05:00,143.57,144.33451769230768,33,-25.229083846153827,4.075419238069385,-29.304503084223214,20,1.5701264986332126,-0.9999999999999997,stop_loss
PYPL,long,2026-01-21 10:33:00-05:00,2026-01-21 10:46:00-05:00,56.0699,55.93388769230769,84,-11.425033846153582,4.052766511480616,-15.477800357634198,14,1.0383601752136595,-0.9999999999999774,stop_loss
MSTR,long,2026-01-21 10:08:00-05:00,2026-01-21 11:07:00-05:00,163.13,161.9506153846154,29,-34.20215384615358,4.042643130584615,-38.24479697673819,60,0.6861106816869954,-0.9999999999999927,stop_loss
MARA,long,2026-01-21 10:01:00-05:00,2026-01-21 11:23:00-05:00,10.73,10.654353076923078,443,-33.51158692307659,18.130432861883534,-51.642019784960134,83,0.7953334081321902,-0.9999999999999905,stop_loss
C,long,2026-01-21 09:35:00-05:00,2026-01-21 11:26:00-05:00,114.31,113.94703846153847,41,-14.881423076922871,4.017194803207692,-18.898617880130562,112,0.7555062627701024,-0.9999999999999863,stop_loss
SMCI,long,2026-01-21 10:54:00-05:00,2026-01-21 11:30:00-05:00,32.22,32.05096230769231,147,-24.84854076923039,6.191453714566615,-31.039994483797003,37,0.8235466225157753,-0.9999999999999852,stop_loss
OXY,long,2026-01-21 09:35:00-05:00,2026-01-21 12:05:00-05:00,43.47,43.32136153846154,110,-16.35023076923069,4.701927983584616,-21.05215875281531,151,0.7611816772504799,-0.999999999999995,stop_loss
AFRM,long,2026-01-21 09:44:00-05:00,2026-01-21 12:06:00-05:00,71.7699,71.3356253846154,66,-28.662124615384215,4.0624678881295395,-32.724592503513755,143,0.6472292414118271,-0.9999999999999858,stop_loss
TSLA,long,2026-01-21 09:47:00-05:00,2026-01-21 12:08:00-05:00,423.25,421.71519384615385,11,-16.882867692307627,3.979889209201231,-20.86275690150886,142,0.7146640593730864,-0.9999999999999962,stop_loss
NVDA,long,2026-01-21 09:50:00-05:00,2026-01-21 12:12:00-05:00,180.17,179.60651769230768,26,-14.650540000000092,4.010354250988,-18.66089425098809,143,0.9162126435872123,-1.0000000000000064,stop_loss
